ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
916,analista1,46894219875,2023-12-06,CASO-00916,Praesentium totam vero similique.,Finalizado,Alta,Transaccional,Web Corporativa,342805,Nemo sint est ducimus.
917,analista2,64157649539,2023-12-18,CASO-00917,Illo tenetur veritatis officia.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,459194,Ipsa dolorem atque.
918,analista3,35114400253,2023-12-03,CASO-00918,Eius assumenda optio nam.,En revisión,Baja,Transaccional,Web Corporativa,1161151,Aspernatur dolor velit.
919,analista3,81039090983,2023-12-12,CASO-00919,Aperiam libero expedita itaque facilis ipsa.,En revisión,Media,Acceso Ilegítimo,Banca Web,1096613,Distinctio nam earum nam.
920,analista2,53005347070,2023-12-09,CASO-00920,Laborum exercitationem dignissimos at.,En revisión,Baja,Dispositivo Nuevo,App Móvil,818979,Eum dolor praesentium ex.
921,analista3,4476947215,2023-12-15,CASO-00921,Optio modi vel.,Finalizado,Alta,Ingeniería Social,Banca Web,797318,Atque omnis dolorum tenetur.
922,analista2,19022519976,2023-12-22,CASO-00922,Ad sapiente et dolorem voluptatem possimus.,Pendiente,Baja,Transaccional,Banca Web,391041,Distinctio modi at illo.
923,analista3,57452200683,2023-12-17,CASO-00923,Nostrum asperiores accusantium.,Finalizado,Baja,Transaccional,Correo Electrónico,69816,Eum incidunt atque sed.
924,analista1,25903186875,2023-12-27,CASO-00924,Architecto qui eligendi excepturi eum in.,En revisión,Media,Transaccional,Banca Web,374814,Aliquam animi adipisci.
925,analista3,68535979985,2023-12-25,CASO-00925,Voluptate cumque illum.,En revisión,Alta,Ingeniería Social,Banca Web,1174212,Natus consequuntur facere.
926,analista1,84403151593,2023-12-16,CASO-00926,Harum deserunt ipsa.,Pendiente,Media,Ingeniería Social,App Móvil,648688,Minus praesentium fugiat.
927,analista1,1646034372,2023-12-10,CASO-00927,Dolores deserunt deserunt.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,522818,Placeat dicta enim soluta.
928,analista2,7446949299,2023-12-12,CASO-00928,Id explicabo eaque quam ab.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,231781,Quae aspernatur iste ipsum.
929,analista2,7705271024,2023-12-20,CASO-00929,Facilis dicta alias rerum.,Pendiente,Baja,Ingeniería Social,Correo Electrónico,740676,Esse a a repellat.
930,analista3,59985972734,2023-12-04,CASO-00930,Praesentium delectus ut cum perspiciatis.,Finalizado,Baja,Acceso Ilegítimo,Web Corporativa,565459,Eos magnam et ipsam.
931,analista2,81704064884,2023-12-06,CASO-00931,Voluptatibus aliquid neque occaecati asperiores.,En revisión,Media,Dispositivo Nuevo,Correo Electrónico,385264,Nihil ipsa in voluptatibus.
932,analista3,57546039386,2023-12-02,CASO-00932,Labore nesciunt vero dignissimos.,Finalizado,Media,Transaccional,Web Corporativa,241825,At temporibus at adipisci.
933,analista3,97555372134,2023-12-19,CASO-00933,Consectetur cupiditate ratione est.,Finalizado,Baja,Transaccional,App Móvil,735492,Sed reprehenderit sit animi.
934,analista1,23081167799,2023-12-25,CASO-00934,Dolores modi placeat ab.,Finalizado,Baja,Transaccional,Banca Web,290050,Doloribus quam expedita.
935,analista2,82630984988,2023-12-25,CASO-00935,Quae quis placeat vel dolor.,Finalizado,Baja,Transaccional,Correo Electrónico,985907,Accusantium id porro.
936,analista2,11364645152,2023-12-17,CASO-00936,Dolores perferendis aut.,En revisión,Baja,Transaccional,Web Corporativa,840597,Doloremque ducimus atque.
937,analista3,99723349722,2023-12-14,CASO-00937,Doloremque sed velit.,Pendiente,Alta,Dispositivo Nuevo,Banca Web,677964,Eum a sit nihil.
938,analista3,17411241565,2023-12-15,CASO-00938,Illum sequi officia.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,827337,Corrupti eaque assumenda.
939,analista2,61512881498,2023-12-13,CASO-00939,Quod debitis molestias.,Pendiente,Alta,Dispositivo Nuevo,Correo Electrónico,984781,Distinctio quod velit itaque.
940,analista1,8158230309,2023-12-12,CASO-00940,Asperiores temporibus tenetur provident.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,447774,Harum at tempora corporis.
941,analista3,77421394266,2023-12-01,CASO-00941,Qui mollitia quaerat.,Pendiente,Alta,Acceso Ilegítimo,Banca Web,116385,Libero blanditiis aliquid.
942,analista1,88392796833,2023-12-06,CASO-00942,Expedita dolorum pariatur numquam.,Finalizado,Alta,Ingeniería Social,Web Corporativa,677817,Quas dolorum voluptas eos.
943,analista3,58972596732,2023-12-06,CASO-00943,Nostrum numquam libero culpa est.,Finalizado,Alta,Transaccional,Correo Electrónico,140015,Quia consequuntur eos.
944,analista1,41434156926,2023-12-20,CASO-00944,Cum inventore fuga possimus velit.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,474701,Ab quis eaque.
945,analista2,21894510771,2023-12-11,CASO-00945,Quas doloremque dicta nisi repudiandae facilis corrupti.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,395473,Nam sed pariatur non modi.
946,analista2,78192001807,2023-12-28,CASO-00946,Corrupti inventore illum consectetur commodi.,Finalizado,Alta,Ingeniería Social,Banca Web,210619,Dolorum autem sint.
947,analista1,92903487047,2023-12-06,CASO-00947,Mollitia dolor aspernatur doloremque.,En revisión,Media,Acceso Ilegítimo,Correo Electrónico,1180079,Illum labore magni aliquid.
948,analista3,58673921355,2023-12-21,CASO-00948,Possimus porro perspiciatis deleniti nemo eum.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,1174062,Ullam quaerat laudantium hic.
949,analista3,4564911680,2023-12-22,CASO-00949,Commodi necessitatibus libero dolore ea.,En revisión,Baja,Transaccional,Correo Electrónico,966843,Distinctio modi doloribus.
950,analista2,18665071780,2023-12-07,CASO-00950,Animi accusamus quam cum atque accusantium.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,729138,Blanditiis velit ad dolores.
951,analista2,59059295496,2023-12-22,CASO-00951,Cumque saepe sed suscipit.,Pendiente,Baja,Acceso Ilegítimo,Web Corporativa,94185,Ea vero pariatur eveniet.
952,analista3,70523353369,2023-12-09,CASO-00952,Saepe minus quam.,En revisión,Alta,Dispositivo Nuevo,App Móvil,807081,Ipsum totam laboriosam ullam.
953,analista2,4258275878,2023-12-12,CASO-00953,Dolor doloremque sed ex.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,776540,Atque animi ipsam a autem.
954,analista1,21152745701,2023-12-03,CASO-00954,Soluta vitae explicabo.,En revisión,Baja,Dispositivo Nuevo,Banca Web,221487,Maiores adipisci unde ea.
955,analista1,64582856468,2023-12-20,CASO-00955,Iusto quas laboriosam ab veniam.,En revisión,Baja,Acceso Ilegítimo,Web Corporativa,145034,Dolor ea quibusdam dicta.
956,analista2,20154290291,2023-12-10,CASO-00956,Delectus placeat itaque.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,890068,Suscipit quasi voluptates.
957,analista2,89183922865,2023-12-04,CASO-00957,Corporis optio ipsum nihil.,Pendiente,Baja,Acceso Ilegítimo,Web Corporativa,586700,Perspiciatis possimus nulla.
958,analista1,74083303956,2023-12-13,CASO-00958,At culpa explicabo.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,601982,Ullam autem numquam.
959,analista3,66386071426,2023-12-05,CASO-00959,Blanditiis dolores adipisci labore tenetur.,En revisión,Alta,Ingeniería Social,App Móvil,1053874,At culpa non totam.
960,analista2,64084696812,2023-12-20,CASO-00960,Doloribus reprehenderit rerum.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,838292,Reprehenderit sed vitae.
961,analista1,69690923066,2023-12-27,CASO-00961,A saepe dolore expedita.,En revisión,Media,Ingeniería Social,Banca Web,465017,Sint earum perspiciatis.
962,analista2,18728236102,2024-01-27,CASO-00962,Sed corrupti culpa perspiciatis provident.,Pendiente,Media,Ingeniería Social,App Móvil,1113233,Non officiis iste tempore.
963,analista2,16778608591,2024-01-03,CASO-00963,Dolor cum eius quas unde.,Finalizado,Media,Transaccional,Banca Web,528375,Cum dolore ad sed nobis.
964,analista1,16341089682,2024-01-04,CASO-00964,Saepe aut quaerat natus reiciendis repellendus.,Pendiente,Baja,Acceso Ilegítimo,Web Corporativa,935869,Rerum iure vitae fugit.
965,analista1,71699437443,2024-01-01,CASO-00965,Minus quibusdam aliquid enim tempora.,Finalizado,Media,Transaccional,Correo Electrónico,251465,Aut porro illo.
966,analista2,47277016128,2024-01-04,CASO-00966,Explicabo dolorum fugit sunt.,Pendiente,Alta,Ingeniería Social,Web Corporativa,731293,Culpa quas dolor autem.
967,analista1,384375387,2024-01-17,CASO-00967,Doloribus rem pariatur mollitia.,Finalizado,Baja,Transaccional,Correo Electrónico,976591,In earum illum voluptas.
968,analista1,86290222939,2024-01-18,CASO-00968,Neque autem animi illum tempore.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,258287,Qui quas expedita aliquam.
969,analista3,63887545273,2024-01-12,CASO-00969,Quo deserunt vel officiis aperiam optio.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,68801,Fugiat a corrupti ratione.
970,analista1,49688951168,2024-01-28,CASO-00970,Autem ipsum reprehenderit minima optio laudantium.,En revisión,Alta,Transaccional,Web Corporativa,1049561,Quidem officiis id fuga.
971,analista3,53591864863,2024-01-05,CASO-00971,Quasi sapiente magni repellendus.,Finalizado,Media,Ingeniería Social,Web Corporativa,266123,Pariatur maxime porro ipsum.
972,analista3,97388223251,2024-01-18,CASO-00972,Quasi facere deleniti ipsam a vero.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,737383,Possimus facilis provident.
973,analista1,16091253215,2024-01-14,CASO-00973,Cum dolorum odit.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,497870,Ad corrupti iure delectus.
974,analista1,87585666644,2024-01-15,CASO-00974,Cumque fugiat exercitationem quidem.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,488243,Vel molestias iusto possimus.
975,analista2,40537678062,2024-01-23,CASO-00975,Incidunt amet cumque sapiente corporis numquam.,Finalizado,Alta,Transaccional,Web Corporativa,718381,Rem magni ullam alias.
976,analista1,79268837485,2024-01-24,CASO-00976,Sit illum eligendi reiciendis placeat sunt.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,326193,Sequi aut sequi.
977,analista2,45049514169,2024-01-02,CASO-00977,Porro quo incidunt iure.,Finalizado,Alta,Acceso Ilegítimo,Banca Web,290348,A doloremque officiis itaque.
978,analista3,70711322687,2024-01-27,CASO-00978,Atque nulla aspernatur natus nesciunt placeat.,Finalizado,Alta,Acceso Ilegítimo,Correo Electrónico,346394,Sint aliquam beatae.
979,analista2,65765560687,2024-01-09,CASO-00979,Accusamus cumque molestias nihil error repellendus voluptatibus.,En revisión,Media,Dispositivo Nuevo,App Móvil,682914,Fugit aperiam error vel.
980,analista3,66835066398,2024-01-06,CASO-00980,Aliquid alias molestiae neque.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,667115,Voluptas cum consectetur.
981,analista3,92157418147,2024-01-20,CASO-00981,Ipsum rem debitis.,Pendiente,Alta,Transaccional,App Móvil,985325,Unde adipisci iste amet est.
982,analista2,1096157876,2024-01-22,CASO-00982,Cumque temporibus quia modi ullam.,En revisión,Media,Ingeniería Social,Banca Web,601316,Perspiciatis quis autem ex.
983,analista3,86556722864,2024-01-16,CASO-00983,Veritatis quo odit.,Pendiente,Media,Transaccional,Banca Web,484200,Cupiditate quos harum.
984,analista2,97476549789,2024-01-19,CASO-00984,Modi a mollitia perspiciatis.,Finalizado,Alta,Dispositivo Nuevo,Correo Electrónico,243917,Quae est laboriosam.
985,analista2,10336119668,2024-01-24,CASO-00985,Dolorum nisi temporibus cumque eos facere.,Finalizado,Alta,Acceso Ilegítimo,Correo Electrónico,969888,Error repudiandae odit.
986,analista2,65617348917,2024-01-25,CASO-00986,Laboriosam vitae modi in molestias alias.,Finalizado,Alta,Ingeniería Social,App Móvil,546615,Atque aperiam tempora totam.
987,analista1,92242302926,2024-01-25,CASO-00987,Numquam rem laborum et nisi.,En revisión,Baja,Dispositivo Nuevo,App Móvil,1163816,Labore quibusdam alias.
988,analista1,99220338030,2024-01-16,CASO-00988,Repellendus voluptate dolorem dolore corrupti.,En revisión,Alta,Acceso Ilegítimo,Web Corporativa,417524,Quas in aliquam eius.
989,analista1,76819292912,2024-01-14,CASO-00989,Et ipsam quo at in ipsam.,Pendiente,Media,Acceso Ilegítimo,App Móvil,1099414,Iure vel corrupti qui unde.
990,analista3,80082213044,2024-01-06,CASO-00990,Sunt porro dolorum quasi.,En revisión,Media,Dispositivo Nuevo,App Móvil,559594,Natus quos commodi dolorem.
991,analista3,82716186484,2024-01-28,CASO-00991,Laboriosam voluptatum hic excepturi.,En revisión,Media,Dispositivo Nuevo,Web Corporativa,623479,Quasi beatae aliquid.
992,analista3,11708447696,2024-01-17,CASO-00992,Rem repellendus minima.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,772411,Tempora porro ad fugit.
993,analista1,19132513821,2024-01-22,CASO-00993,Porro hic officia quae praesentium ullam.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,954486,Nam ab iusto debitis.
994,analista1,8281903718,2024-01-06,CASO-00994,Nesciunt cumque officiis officia ut impedit.,Finalizado,Baja,Transaccional,App Móvil,247004,Quas doloremque illum quasi.
995,analista2,95552622549,2024-01-05,CASO-00995,Fuga amet consectetur aliquid temporibus voluptatum.,Finalizado,Media,Acceso Ilegítimo,Correo Electrónico,1185017,Itaque dolores natus ratione.
996,analista2,15536500826,2024-01-04,CASO-00996,Dolore corrupti corrupti.,Pendiente,Media,Dispositivo Nuevo,Correo Electrónico,950133,Ad fuga doloremque.
997,analista2,3777400813,2024-01-15,CASO-00997,Possimus mollitia enim.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,167560,Ex harum dignissimos totam.
998,analista1,71908108881,2024-01-22,CASO-00998,Necessitatibus sed non beatae fuga.,Finalizado,Baja,Transaccional,Banca Web,1102166,Neque accusamus dolor ea.
999,analista1,20558804770,2024-01-17,CASO-00999,Debitis enim temporibus eveniet a ducimus.,Finalizado,Baja,Transaccional,Banca Web,1047305,Facilis id non recusandae ea.
1000,analista1,45126255796,2024-01-12,CASO-01000,Laudantium tempore voluptas deleniti tempora.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,713605,Nihil dignissimos voluptas.
1001,analista1,88990074073,2024-01-09,CASO-01001,Tempore quia ipsum.,En revisión,Baja,Acceso Ilegítimo,Banca Web,781905,Illo minima unde sit enim.
1002,analista3,22758225097,2024-01-08,CASO-01002,Sapiente aperiam eligendi.,Pendiente,Media,Transaccional,App Móvil,656589,Voluptatem quia dolorem.
1003,analista2,40695783240,2024-01-10,CASO-01003,Atque quis iste occaecati.,Finalizado,Alta,Ingeniería Social,Web Corporativa,515966,Explicabo soluta unde magni.
1004,analista3,86985766132,2024-01-20,CASO-01004,Ullam nam eveniet.,En revisión,Baja,Ingeniería Social,Correo Electrónico,1164574,Totam quia in nobis.
1005,analista1,1981141803,2024-01-21,CASO-01005,Ipsa natus numquam reprehenderit.,Pendiente,Baja,Transaccional,Banca Web,507093,Rerum inventore velit.
1006,analista2,42520577914,2024-01-05,CASO-01006,Ullam nemo beatae provident.,Pendiente,Baja,Dispositivo Nuevo,Correo Electrónico,1090285,Et dicta vero eligendi.
1007,analista2,21960428740,2024-01-09,CASO-01007,Rem pariatur atque voluptas ratione.,Finalizado,Media,Transaccional,Web Corporativa,357642,Adipisci nesciunt cupiditate.
1008,analista2,40826516342,2024-01-12,CASO-01008,Dolore repellat ullam quo numquam.,Finalizado,Baja,Ingeniería Social,App Móvil,655851,Nisi laudantium asperiores.
1009,analista3,70019211302,2024-01-02,CASO-01009,Fugit cumque quo soluta voluptate amet.,En revisión,Baja,Ingeniería Social,Correo Electrónico,448563,Et hic eum enim placeat.
1010,analista2,87354390161,2024-01-12,CASO-01010,Pariatur magni impedit laboriosam minima.,Pendiente,Media,Transaccional,Banca Web,938856,Itaque placeat fuga ipsa.
1011,analista2,34862797951,2024-01-12,CASO-01011,Nam corporis laborum nisi.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,733574,Ducimus ex sed.
1012,analista3,63220658478,2024-01-13,CASO-01012,Ex voluptatem omnis corporis amet perspiciatis.,Pendiente,Baja,Ingeniería Social,Web Corporativa,201035,Rerum a deserunt natus.
1013,analista2,53908031548,2024-01-27,CASO-01013,Iure qui earum.,Pendiente,Media,Acceso Ilegítimo,Banca Web,1141404,Cum aliquid eveniet aperiam.
1014,analista2,97518109207,2024-01-15,CASO-01014,Quod sit nam quos quam.,Pendiente,Media,Dispositivo Nuevo,Web Corporativa,1140311,In maiores omnis accusantium.
1015,analista1,66668632243,2024-01-20,CASO-01015,Necessitatibus laborum porro.,Finalizado,Media,Ingeniería Social,Web Corporativa,603049,Expedita ea tempora cum.
1016,analista2,31079724485,2024-01-19,CASO-01016,Repellat laborum provident quae.,Finalizado,Alta,Ingeniería Social,Web Corporativa,662217,Hic quas laudantium.
1017,analista3,64963745588,2024-01-28,CASO-01017,Aliquam nisi distinctio numquam repellat illum.,Finalizado,Media,Transaccional,Web Corporativa,623113,Tempora vel fugit.
1018,analista2,85750691915,2024-01-05,CASO-01018,Accusamus excepturi ut.,En revisión,Alta,Dispositivo Nuevo,Web Corporativa,629908,Laudantium aut iusto ut.
1019,analista1,84928175970,2024-01-11,CASO-01019,Facilis dolorum aut.,Pendiente,Baja,Acceso Ilegítimo,Banca Web,1051955,Deleniti similique harum.
1020,analista2,93653738376,2024-01-26,CASO-01020,Quos illo ducimus.,En revisión,Media,Ingeniería Social,App Móvil,917280,Quo vitae atque cum officiis.
1021,analista2,70731888568,2024-01-24,CASO-01021,Excepturi reiciendis architecto a.,Pendiente,Baja,Ingeniería Social,Banca Web,195208,Atque deserunt molestiae.
1022,analista1,19964661993,2024-01-25,CASO-01022,Vel eum harum earum cumque.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,549598,Velit debitis reprehenderit.
1023,analista1,52697215837,2024-01-21,CASO-01023,Rem nihil et qui.,Finalizado,Media,Ingeniería Social,Banca Web,439043,Repudiandae pariatur aut.
1024,analista3,94621468616,2024-01-08,CASO-01024,Tempora excepturi debitis aliquid et.,Finalizado,Baja,Transaccional,Web Corporativa,106986,Enim quasi eos.
1025,analista3,68487438612,2024-01-19,CASO-01025,Inventore quasi error quaerat.,Finalizado,Alta,Transaccional,Correo Electrónico,947508,Qui sed pariatur autem.
1026,analista2,26788517832,2024-01-17,CASO-01026,Doloremque error suscipit esse iure.,Pendiente,Media,Ingeniería Social,App Móvil,587287,Minus quisquam enim eius.
1027,analista2,2197866686,2024-01-05,CASO-01027,Aperiam aspernatur qui.,En revisión,Media,Dispositivo Nuevo,Correo Electrónico,950482,Neque quis a quae.
1028,analista3,67938658698,2024-02-04,CASO-01028,Nam itaque molestiae.,Finalizado,Baja,Transaccional,Banca Web,651887,Natus culpa illum possimus.
1029,analista3,23221794536,2024-02-12,CASO-01029,Ab impedit quae odio sint.,Finalizado,Media,Acceso Ilegítimo,Banca Web,443422,Mollitia qui laudantium modi.
1030,analista2,29875715715,2024-02-03,CASO-01030,Velit reiciendis quos quae repudiandae ullam.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,1198066,Laborum fugit dolores.
1031,analista3,70184184552,2024-02-21,CASO-01031,Eveniet vero quis illum tempore dignissimos.,En revisión,Baja,Ingeniería Social,Banca Web,333291,In possimus qui.
1032,analista3,83132521537,2024-02-13,CASO-01032,Dolore magnam incidunt velit.,En revisión,Baja,Ingeniería Social,App Móvil,110165,Sed iure harum.
1033,analista3,12183803713,2024-02-11,CASO-01033,Consequuntur consequatur dolor.,En revisión,Baja,Ingeniería Social,Correo Electrónico,885951,Quos ipsa fugiat tempora.
1034,analista1,26563186382,2024-02-10,CASO-01034,Corrupti saepe voluptatibus suscipit ipsa.,En revisión,Baja,Ingeniería Social,Web Corporativa,907546,Similique ad unde aliquid.
1035,analista2,7714754607,2024-02-12,CASO-01035,Natus autem natus.,En revisión,Alta,Ingeniería Social,Correo Electrónico,363075,Dolorem qui odio ipsam.
1036,analista1,89580849209,2024-02-02,CASO-01036,Nemo eius cumque aliquam.,Pendiente,Alta,Transaccional,Banca Web,687050,Est quasi qui distinctio.
1037,analista3,31644621932,2024-02-01,CASO-01037,Cum provident voluptas iusto accusantium quos.,Pendiente,Alta,Dispositivo Nuevo,Web Corporativa,997695,Et architecto provident.
1038,analista3,33425840402,2024-02-26,CASO-01038,Illo sunt maiores quod fugiat.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,586203,Tempore quod ex atque aut.
1039,analista3,40204046766,2024-02-02,CASO-01039,Quod beatae dolor quam.,En revisión,Baja,Transaccional,Correo Electrónico,867075,Iure optio ipsa et quis.
1040,analista2,18776656121,2024-02-22,CASO-01040,Necessitatibus necessitatibus aliquid magnam tempore.,En revisión,Alta,Ingeniería Social,Correo Electrónico,712963,Quasi ullam blanditiis a.
1041,analista1,97688137749,2024-02-13,CASO-01041,Non voluptatum nihil esse beatae.,Pendiente,Baja,Transaccional,Web Corporativa,618892,Amet fugiat harum dolorem.
1042,analista3,82549646487,2024-02-05,CASO-01042,Temporibus impedit doloribus vel asperiores.,En revisión,Alta,Transaccional,App Móvil,725500,Quam dolor sed quia ullam.
1043,analista1,18143470951,2024-02-19,CASO-01043,Ducimus aliquam porro eaque eos accusantium.,Finalizado,Media,Dispositivo Nuevo,Correo Electrónico,1129970,Animi totam beatae ipsa.
1044,analista1,74442520638,2024-02-16,CASO-01044,Quia debitis maxime harum.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,626111,Illum est animi.
1045,analista1,21386962067,2024-02-05,CASO-01045,Vitae sit iste pariatur.,En revisión,Baja,Ingeniería Social,App Móvil,352223,Magnam nulla magni.
1046,analista1,92754522534,2024-02-21,CASO-01046,Rem dicta cum praesentium quibusdam.,En revisión,Media,Transaccional,App Móvil,810782,Pariatur doloribus atque hic.
1047,analista2,99912784882,2024-02-11,CASO-01047,Quisquam provident dignissimos.,En revisión,Alta,Ingeniería Social,Correo Electrónico,752742,Mollitia eum quis hic eum.
1048,analista3,88860893519,2024-02-28,CASO-01048,Necessitatibus quas fugiat illo error.,Pendiente,Alta,Transaccional,Correo Electrónico,361650,Aut error repudiandae quas.
1049,analista2,45915926919,2024-02-21,CASO-01049,Numquam quam sunt.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,469758,Vel odit nam aut commodi.
1050,analista3,42012697604,2024-02-11,CASO-01050,Sequi adipisci iusto amet.,En revisión,Media,Ingeniería Social,Web Corporativa,176987,Molestias excepturi a.
1051,analista2,43468715471,2024-02-01,CASO-01051,Cum tempora occaecati nostrum.,En revisión,Media,Dispositivo Nuevo,App Móvil,967260,Natus id repellendus tenetur.
1052,analista1,64475605140,2024-02-04,CASO-01052,Repellendus occaecati eligendi laudantium.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,110955,Maiores distinctio dolorum.
1053,analista2,34828642228,2024-02-15,CASO-01053,Nihil quia ea quasi.,Pendiente,Alta,Transaccional,Web Corporativa,517785,Iste a debitis tempore.
1054,analista1,40533232669,2024-02-12,CASO-01054,Repudiandae hic corporis corporis.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,236554,Impedit quam itaque hic illo.
1055,analista2,75509515393,2024-02-08,CASO-01055,Rem atque quae recusandae vel.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,732390,Hic quis eum.
1056,analista1,2979476809,2024-02-03,CASO-01056,Vero doloremque nesciunt molestias suscipit accusamus.,En revisión,Baja,Ingeniería Social,Web Corporativa,794734,Nemo asperiores hic sint.
1057,analista2,62965240455,2024-02-11,CASO-01057,In odio harum iure.,En revisión,Media,Transaccional,Correo Electrónico,952708,Inventore illum nemo.
1058,analista3,22176765151,2024-02-06,CASO-01058,Dolorum illo ipsum recusandae.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,932407,Maxime sapiente nulla fugiat.
1059,analista3,99186126505,2024-02-08,CASO-01059,At quos impedit nemo placeat.,Finalizado,Alta,Transaccional,Web Corporativa,913677,Harum sunt ut.
1060,analista2,22371698023,2024-02-27,CASO-01060,At mollitia placeat tenetur.,Pendiente,Media,Acceso Ilegítimo,Correo Electrónico,387928,Magni in itaque neque.
1061,analista3,28308128998,2024-02-16,CASO-01061,Quibusdam sapiente inventore temporibus.,Pendiente,Media,Ingeniería Social,App Móvil,1080497,Quaerat tempore atque.
1062,analista1,29631670820,2024-02-20,CASO-01062,Repellat magni commodi asperiores.,Pendiente,Alta,Transaccional,Web Corporativa,1045627,Ad est velit eum minus at.
1063,analista2,93269911120,2024-02-20,CASO-01063,Laboriosam minima doloribus quasi.,Finalizado,Media,Ingeniería Social,App Móvil,153002,Ex ratione assumenda sit.
1064,analista2,48266694057,2024-02-06,CASO-01064,Omnis error consectetur labore.,Pendiente,Media,Ingeniería Social,Banca Web,459387,Harum commodi rerum.
1065,analista1,77041033471,2024-02-08,CASO-01065,Minima fugiat ut eaque.,En revisión,Media,Transaccional,Banca Web,480800,Animi aut odio neque.
1066,analista1,77827508881,2024-02-23,CASO-01066,Delectus consequuntur veritatis ad.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,1096523,Officiis adipisci at quis.
1067,analista1,4840515046,2024-02-05,CASO-01067,Perferendis blanditiis at fugit quae.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,284957,Quidem consequatur deleniti.
1068,analista3,72164156268,2024-02-23,CASO-01068,Asperiores deleniti aperiam.,Finalizado,Media,Transaccional,Web Corporativa,119497,Delectus molestiae labore.
1069,analista2,31129492030,2024-02-27,CASO-01069,Dignissimos atque fuga corporis.,Pendiente,Media,Ingeniería Social,App Móvil,767902,Labore illum non.
1070,analista3,88092061661,2024-02-26,CASO-01070,Explicabo optio asperiores veritatis iste.,En revisión,Baja,Dispositivo Nuevo,App Móvil,1163482,Dolor quas corporis porro.
1071,analista1,77300869858,2024-03-01,CASO-01071,Eos deleniti recusandae deleniti.,Finalizado,Media,Ingeniería Social,Banca Web,567168,Ex at quasi.
1072,analista1,99133677675,2024-03-03,CASO-01072,Nemo quis rerum veritatis ipsa.,Pendiente,Alta,Transaccional,Web Corporativa,69268,Vel cupiditate qui.
1073,analista2,80861313358,2024-03-26,CASO-01073,Suscipit enim voluptates ipsam ipsam.,Pendiente,Baja,Dispositivo Nuevo,Correo Electrónico,189506,Et laudantium possimus atque.
1074,analista3,55879456852,2024-03-21,CASO-01074,Adipisci ad corporis corporis in.,Pendiente,Baja,Ingeniería Social,Web Corporativa,673579,Quas beatae amet tenetur.
1075,analista2,5879351324,2024-03-18,CASO-01075,Odio inventore similique laudantium modi.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,85376,Quasi omnis omnis molestias.
1076,analista1,33130734482,2024-03-22,CASO-01076,Exercitationem laudantium accusamus eum facilis voluptatum.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,284858,Tempora vitae pariatur nihil.
1077,analista3,58381203315,2024-03-28,CASO-01077,Laborum iste eum veniam.,Pendiente,Baja,Ingeniería Social,Banca Web,365347,Ipsa libero possimus.
1078,analista1,12189170062,2024-03-27,CASO-01078,Odit eos provident.,Pendiente,Media,Acceso Ilegítimo,Banca Web,222618,Reprehenderit aperiam quasi.
1079,analista1,93183543626,2024-03-02,CASO-01079,Omnis ipsum aut ad doloremque.,Finalizado,Baja,Dispositivo Nuevo,App Móvil,933519,Alias doloremque rerum ipsum.
